quantile,empirical_coverage,pinball_loss,mean_level
0.1,0.19402011922503726,6.003134026980816,59.14198874035431
0.25,0.29405737704918034,8.561072822798554,68.77333603679351
0.5,0.4491741182314953,9.20490864668015,77.39993247577416
0.75,0.6431321410829608,7.304618160896247,86.80468985464279
0.9,0.7792784401390959,4.620327818691167,96.19236961762554
