flat_0p90_program_settled_on_curve_GBP,flat_matched_program_settled_on_curve_GBP,curve_program_GBP,optimiser_level_effect_GBP,optimiser_shape_effect_GBP,optimiser_total_GBP,optimiser_total_pct,optimiser_shape_share_pct,discharge_load_frac_flat_program,discharge_load_frac_matched_program,discharge_load_frac_curve_program
3021326,3134669,3147798,113343,13129,126472,4.2,10.4,0.856,0.882,0.895
